idx,algo,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword
26,tfidf,versions,sd times,sd,pdf,times,readers,publications,publishers,advertising,want,others,finding,electronic,york times popular,york times,would get entire,would get,worth watching,world finding success,world finding
26,label,electronic publishing,,,,,,,,,,,,,,,,,,,
27,tfidf,gaussian,local,variable system two,variable system,two modes class,transformation one mixed,transformation one,trace preserving maps,trace preserving,system two modes,sufficient criterion possibility,sufficient criterion,states present general,state transformation one,state transformation,state another bipartite,state another,set local gaussian,set local,preserving maps
27,label,bound states,covariance matrices,gaussian processes,information theory,quantum communication,quantum theory,transforms,,,,,,,,,,,,,
28,tfidf,games,mc games,mc,linear time,games equivalent,winner,equivalent,linear,winner mc games,winner mc,winner found linear,winner found,vertex winner found,vertex winner,two player games,two player,time special case,time special,time results hold,time algorithm class
28,label,game theory,,,,,,,,,,,,,,,,,,,
29,tfidf,wind,grid,wind turbine,turbine,voltage stability,stability,power,voltage,wind turbines improved,wind turbine voltage,wind turbine power,wind turbine modelling,voltage stability power,voltage stability control,using blade angle,using blade,turbines improved using,turbines improved,turbine voltage stability,turbine voltage
29,label,power system dynamic stability,short-circuit currents,wind turbines,,,,,,,,,,,,,,,,,
30,tfidf,temperature,inserts,cutting,temperatures,tool,temperature correction factor,factor model,cutting temperatures,correction factor model,correction factor,temperature correction,nose,geometries,effects,correction,finite element,turning inserts various,turning inserts,temperature model,inserts various
30,label,cutting,machine tools,machining,mesh generation,temperature distribution,,,,,,,,,,,,,,,
31,tfidf,population learning algorithm,population learning,learning algorithm,population,system reliability,sro problem,sro,neural network population,network population learning,network population,reliability,neural network,neural,learning,dedicated,network,hybrid,algorithm,problem,trained applying population
31,label,learning (artificial intelligence),neural nets,optimisation,reliability theory,,,,,,,,,,,,,,,,
32,tfidf,microinjector,commercial,fabrication,droplet,times higher commercial,times higher,implementation characterization,higher commercial,fabrication implementation characterization,fabrication implementation,monolithic,ejection,droplet ejection,times,frequency,characterization,smaller,10,free,higher
32,label,bubbles,crosstalk,drops,ink jet printers,microfluidics,micromachining,nozzles,,,,,,,,,,,,,
33,tfidf,streams,tortoises,dragonflies,lifetime,internet,traffic streams,size lifetime,isps,dragonflies tortoises,traffic,percent,size,stream,short,long,significant,ways aggregate flows,ways aggregate,volumes something may,volumes something
33,label,internet,packet switching,performance evaluation,telecommunication network routing,telecommunication traffic,,,,,,,,,,,,,,,
34,tfidf,commerce,yeah well still,yeah well,yeah,well still sandy,well still,views purported demise,views purported,turned tentative early,turned tentative,tentative early excesses,tentative early,tentative,successful commerce company,successful commerce,still sandy kemper,still sandy,sandy kemper always,sandy kemper,sandy
34,label,banking,electronic commerce,,,,,,,,,,,,,,,,,,
35,tfidf,multiplier,versatile,versatile multiplier,multiplier gf sup,multiplier gf,based versatile,gf sup,gf,cellular automata,cellular,automata,security,environments,sup,low,cost,versatile multiplier increases,versatile multiplier gf,versatile modular multiplier,versatile modular
35,label,cellular automata,cryptography,,,,,,,,,,,,,,,,,,
36,tfidf,quantum,quantum systems,subtractor operations,subtractor,half adder subtractor,half adder,adder subtractor operations,adder subtractor,experimental implementation,nuclear magnetic resonance,nuclear magnetic,adder,nuclear,spin,magnetic resonance,qubits,performing,resonance,half,magnetic
36,label,adders,computation theory,nuclear magnetic resonance,quantum gates,spin systems,,,,,,,,,,,,,,,
37,tfidf,senate,powell,fcc,week two members,week two,two members commerce,two members,told telecom revival,told telecom,told,telecom revival requires,telecom revival,step market based,step market,six step market,six step,senate powell regulate,senate powell,senate last week,senate last
37,label,telecommunication,,,,,,,,,,,,,,,,,,,
38,tfidf,exception,assignment,assignment operator,handle,handles,object,handle object,operator,inheritance,data structures,safe,class,almost,typically,structures,often,data,way directly programmers,way directly,uses inheritance must
38,label,c++ language,exception handling,inheritance,object-oriented programming,storage management,,,,,,,,,,,,,,,
39,tfidf,erosion corrosion,corrosion,erosion,power stations,stations,flows,power,two phase flows,phase flows,erosion corrosion metals,corrosion metals,metals,two phase,phase,working paths thermal,working paths,wet steam path,wet steam,wet,water chemistry parameters
39,label,corrosion,flow simulation,physics computing,power apparatus,power engineering computing,power stations,two-phase flow,,,,,,,,,,,,,
40,tfidf,pid,pid controller,chattering,tuning,tuning pid controller,tuning pid,controller,self tuning pid,robust self tuning,robust self,p_relay,operating regime,self tuning,robust,operating,relay,regime,nonlinear systems,self,signal
40,label,adaptive control,control system analysis,level control,nonlinear control systems,relay control,robust control,self-adjusting systems,stability,three-term control,time-varying systems,,,,,,,,,,
41,tfidf,proportion,sample proportion,pseudo,sample,method,two proportions,pseudo sample proportion,pseudo sample,proportion difference two,proportion difference,difference two proportions,adding method,proportions,difference two,adding,confidence,variance,normal,observed,approximate
41,label,approximation theory,binomial distribution,data analysis,normal distribution,sampling methods,,,,,,,,,,,,,,,
42,tfidf,feature,algorithms,feature detection,face sets,detection,detect,face,tests,sets,would combined obtain,would combined,workstation using acis,workstation using,using carefully selected,using carefully,using acis geometric,using acis,unique hence algorithms,unique hence,types certain type
42,label,feature extraction,mechanical engineering,,,,,,,,,,,,,,,,,,
43,tfidf,decision,dp,decision process,decisions,realization,pursuit,mustering,decision process characteristics,process characteristics,influence,intention,motivation,characteristics,process,goal,two field studies,two field,two disciplines proposing,two disciplines,tracking participants decision
43,label,behavioural sciences,decision theory,human resource management,,,,,,,,,,,,,,,,,
44,tfidf,records,uk health records,uk health,scheme really viable,scheme really,revealed government scheme,revealed government,records project revealed,records project,records plans massive,records plans,record makers uk,record makers,really viable,project revealed government,project revealed,plans massive cradle,plans massive,massive cradle grave,massive cradle
44,label,health care,,,,,,,,,,,,,,,,,,,
45,tfidf,stability,sub stability,map,stability related,homeomorphism,condition met,hadamard,condition,met,linearization,concerning,family,theorem,related,sub,systems also give,sub stability linearization,sub stability infinity,stability related familiar,stability linearization theorem
45,label,feedback,input-output stability,linearisation techniques,nonlinear systems,,,,,,,,,,,,,,,,
46,tfidf,monotonicity,conservation,monotonicity conservation,heat,numerical solutions,numerical,heat equation,equation,solutions,vector iterations applying,vector iterations,uniform monotonicity conservation,uniform monotonicity,total monotonicity one,total monotonicity,theorem formulates necessary,theorem formulates,sufficient condition uniform,step vector iterations,step vector
46,label,differential equations,heat transfer,matrix algebra,,,,,,,,,,,,,,,,,
47,tfidf,publishing markets,markets,publishing,way publishing markets,way publishing,tablet pcs way,software look promising,software look,publishing markets previews,promising publishing markets,promising publishing,previews hardware software,previews hardware,previews,pcs way publishing,pcs way,markets previews hardware,markets previews,look promising publishing,look promising
